user_seed,topCategory,topCategoryDomain,topCategoryChangeCount,topCategoryDomainDrift,recommendedMajorsStable,recommendedMajorsStableRank1,emptyCount,run1_topCategory,run2_topCategory,run3_topCategory,run4_topCategory,run5_topCategory,run6_topCategory,run7_topCategory,run8_topCategory,run9_topCategory,run10_topCategory,run1_recommended,run2_recommended,run3_recommended,run4_recommended,run5_recommended,run6_recommended,run7_recommended,run8_recommended,run9_recommended,run10_recommended,run1_possible,run2_possible,run3_possible,run4_possible,run5_possible,run6_possible,run7_possible,run8_possible,run9_possible,run10_possible,run1_cautious,run2_cautious,run3_cautious,run4_cautious,run5_cautious,run6_cautious,run7_cautious,run8_cautious,run9_cautious,run10_cautious,fsVariance_humanities,fsVariance_social_science,fsVariance_business,fsVariance_stem,fsVariance_life_health,fsVariance_art_creative,fsStddev_humanities,fsStddev_social_science,fsStddev_business,fsStddev_stem,fsStddev_life_health,fsStddev_art_creative,fsNorm_humanities,fsNorm_social_science,fsNorm_business,fsNorm_stem,fsNorm_life_health,fsNorm_art_creative
7875,中国语言文学类,humanities,0,0,TRUE,TRUE,0,"中国语言文学类","中国语言文学类","中国语言文学类","中国语言文学类","中国语言文学类","中国语言文学类","中国语言文学类","中国语言文学类","中国语言文学类","中国语言文学类","chinese-literature","chinese-literature","chinese-literature","chinese-literature","chinese-literature","chinese-literature","chinese-literature","chinese-literature","chinese-literature","chinese-literature","philosophy-class|history-class|foreign-languages|fine-arts","philosophy-class|history-class|foreign-languages|fine-arts","philosophy-class|history-class|foreign-languages|fine-arts","philosophy-class|history-class|foreign-languages|fine-arts","philosophy-class|history-class|foreign-languages|fine-arts","philosophy-class|history-class|foreign-languages|fine-arts","philosophy-class|history-class|foreign-languages|fine-arts","philosophy-class|history-class|foreign-languages|fine-arts","philosophy-class|history-class|foreign-languages|fine-arts","philosophy-class|history-class|foreign-languages|fine-arts","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,100,53,60,80,0,67
7876,法学类,social_science,0,0,TRUE,TRUE,0,"法学类","法学类","法学类","法学类","法学类","法学类","法学类","法学类","法学类","法学类","law-class","law-class","law-class","law-class","law-class","law-class","law-class","law-class","law-class","law-class","education|business-administration|history-class","education|business-administration|history-class","education|business-administration|history-class","education|business-administration|history-class","education|business-administration|history-class","education|business-administration|history-class","education|business-administration|history-class","education|business-administration|history-class","education|business-administration|history-class","education|business-administration|history-class","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,70,70,100,50,0,10
7877,教育学类,social_science,0,0,TRUE,TRUE,0,"教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","education","education","education","education","education","education","education","education","education","education","business-administration|law-class|economics-class|accounting","business-administration|law-class|economics-class|accounting","business-administration|law-class|economics-class|accounting","business-administration|law-class|economics-class|accounting","business-administration|law-class|economics-class|accounting","business-administration|law-class|economics-class|accounting","business-administration|law-class|economics-class|accounting","business-administration|law-class|economics-class|accounting","business-administration|law-class|economics-class|accounting","business-administration|law-class|economics-class|accounting","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,83,100,89,6,0,6
7878,经济学类,business,0,0,TRUE,TRUE,0,"经济学类","经济学类","经济学类","经济学类","经济学类","经济学类","经济学类","经济学类","经济学类","经济学类","economics-class","economics-class","economics-class","economics-class","economics-class","economics-class","economics-class","economics-class","economics-class","economics-class","statistics|accounting|computer-science|financial-management","statistics|accounting|computer-science|financial-management","statistics|accounting|computer-science|financial-management","statistics|accounting|computer-science|financial-management","statistics|accounting|computer-science|financial-management","statistics|accounting|computer-science|financial-management","statistics|accounting|computer-science|financial-management","statistics|accounting|computer-science|financial-management","statistics|accounting|computer-science|financial-management","statistics|accounting|computer-science|financial-management","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,41,0,94,100,12,41
7879,教育学类,social_science,0,0,TRUE,TRUE,0,"教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","education|law-class","education|law-class","education|law-class","education|law-class","education|law-class","education|law-class","education|law-class","education|law-class","education|law-class","education|law-class","business-administration|accounting|public-administration|economics-class","business-administration|accounting|public-administration|economics-class","business-administration|accounting|public-administration|economics-class","business-administration|accounting|public-administration|economics-class","business-administration|accounting|public-administration|economics-class","business-administration|accounting|public-administration|economics-class","business-administration|accounting|public-administration|economics-class","business-administration|accounting|public-administration|economics-class","business-administration|accounting|public-administration|economics-class","business-administration|accounting|public-administration|economics-class","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,71,100,90,38,29,0
7880,教育学类,social_science,0,0,TRUE,TRUE,0,"教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","education","education","education","education","education","education","education","education","education","education","law-class|business-administration|public-administration|philosophy-class","law-class|business-administration|public-administration|philosophy-class","law-class|business-administration|public-administration|philosophy-class","law-class|business-administration|public-administration|philosophy-class","law-class|business-administration|public-administration|philosophy-class","law-class|business-administration|public-administration|philosophy-class","law-class|business-administration|public-administration|philosophy-class","law-class|business-administration|public-administration|philosophy-class","law-class|business-administration|public-administration|philosophy-class","law-class|business-administration|public-administration|philosophy-class","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,87,100,100,47,100,0
7881,机械类,stem,0,0,TRUE,TRUE,0,"机械类","机械类","机械类","机械类","机械类","机械类","机械类","机械类","机械类","机械类","mechanical","mechanical","mechanical","mechanical","mechanical","mechanical","mechanical","mechanical","mechanical","mechanical","computer-science|electronic-information|statistics","computer-science|electronic-information|statistics","computer-science|electronic-information|statistics","computer-science|electronic-information|statistics","computer-science|electronic-information|statistics","computer-science|electronic-information|statistics","computer-science|electronic-information|statistics","computer-science|electronic-information|statistics","computer-science|electronic-information|statistics","computer-science|electronic-information|statistics","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,9,14,32,100,23,0
7882,教育学类,social_science,0,0,TRUE,TRUE,0,"教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","education","education","education","education","education","education","education","education","education","education","fine-arts|music-dance|law-class","fine-arts|music-dance|law-class","fine-arts|music-dance|law-class","fine-arts|music-dance|law-class","fine-arts|music-dance|law-class","fine-arts|music-dance|law-class","fine-arts|music-dance|law-class","fine-arts|music-dance|law-class","fine-arts|music-dance|law-class","fine-arts|music-dance|law-class","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,69,100,44,56,0,75
7883,中国语言文学类,humanities,0,0,TRUE,TRUE,0,"中国语言文学类","中国语言文学类","中国语言文学类","中国语言文学类","中国语言文学类","中国语言文学类","中国语言文学类","中国语言文学类","中国语言文学类","中国语言文学类","chinese-literature","chinese-literature","chinese-literature","chinese-literature","chinese-literature","chinese-literature","chinese-literature","chinese-literature","chinese-literature","chinese-literature","philosophy-class|history-class|economics-class","philosophy-class|history-class|economics-class","philosophy-class|history-class|economics-class","philosophy-class|history-class|economics-class","philosophy-class|history-class|economics-class","philosophy-class|history-class|economics-class","philosophy-class|history-class|economics-class","philosophy-class|history-class|economics-class","philosophy-class|history-class|economics-class","philosophy-class|history-class|economics-class","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,93,47,47,100,0,40
7884,美术学类,art_creative,0,0,TRUE,TRUE,0,"美术学类","美术学类","美术学类","美术学类","美术学类","美术学类","美术学类","美术学类","美术学类","美术学类","fine-arts|music-dance","fine-arts|music-dance","fine-arts|music-dance","fine-arts|music-dance","fine-arts|music-dance","fine-arts|music-dance","fine-arts|music-dance","fine-arts|music-dance","fine-arts|music-dance","fine-arts|music-dance","design|drama-film|chinese-literature","design|drama-film|chinese-literature","design|drama-film|chinese-literature","design|drama-film|chinese-literature","design|drama-film|chinese-literature","design|drama-film|chinese-literature","design|drama-film|chinese-literature","design|drama-film|chinese-literature","design|drama-film|chinese-literature","design|drama-film|chinese-literature","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,57,0,35,35,0,100
7885,经济学类,business,0,0,TRUE,TRUE,0,"经济学类","经济学类","经济学类","经济学类","经济学类","经济学类","经济学类","经济学类","经济学类","经济学类","economics-class","economics-class","economics-class","economics-class","economics-class","economics-class","economics-class","economics-class","economics-class","economics-class","business-administration|accounting|financial-management|finance","business-administration|accounting|financial-management|finance","business-administration|accounting|financial-management|finance","business-administration|accounting|financial-management|finance","business-administration|accounting|financial-management|finance","business-administration|accounting|financial-management|finance","business-administration|accounting|financial-management|finance","business-administration|accounting|financial-management|finance","business-administration|accounting|financial-management|finance","business-administration|accounting|financial-management|finance","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,100,0,73,73,9,91
7886,教育学类,social_science,0,0,TRUE,TRUE,0,"教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","education","education","education","education","education","education","education","education","education","education","law-class|drama-film|fine-arts","law-class|drama-film|fine-arts","law-class|drama-film|fine-arts","law-class|drama-film|fine-arts","law-class|drama-film|fine-arts","law-class|drama-film|fine-arts","law-class|drama-film|fine-arts","law-class|drama-film|fine-arts","law-class|drama-film|fine-arts","law-class|drama-film|fine-arts","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,50,100,57,43,0,79
7887,美术学类,art_creative,0,0,TRUE,TRUE,0,"美术学类","美术学类","美术学类","美术学类","美术学类","美术学类","美术学类","美术学类","美术学类","美术学类","fine-arts","fine-arts","fine-arts","fine-arts","fine-arts","fine-arts","fine-arts","fine-arts","fine-arts","fine-arts","music-dance|drama-film|chinese-literature","music-dance|drama-film|chinese-literature","music-dance|drama-film|chinese-literature","music-dance|drama-film|chinese-literature","music-dance|drama-film|chinese-literature","music-dance|drama-film|chinese-literature","music-dance|drama-film|chinese-literature","music-dance|drama-film|chinese-literature","music-dance|drama-film|chinese-literature","music-dance|drama-film|chinese-literature","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,69,0,13,25,25,100
7888,教育学类,social_science,0,0,TRUE,TRUE,0,"教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","education","education","education","education","education","education","education","education","education","education","business-administration|public-administration|law-class|physical-education","business-administration|public-administration|law-class|physical-education","business-administration|public-administration|law-class|physical-education","business-administration|public-administration|law-class|physical-education","business-administration|public-administration|law-class|physical-education","business-administration|public-administration|law-class|physical-education","business-administration|public-administration|law-class|physical-education","business-administration|public-administration|law-class|physical-education","business-administration|public-administration|law-class|physical-education","business-administration|public-administration|law-class|physical-education","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,100,65,35,45,35
7889,美术学类,art_creative,0,0,TRUE,TRUE,0,"美术学类","美术学类","美术学类","美术学类","美术学类","美术学类","美术学类","美术学类","美术学类","美术学类","fine-arts|music-dance","fine-arts|music-dance","fine-arts|music-dance","fine-arts|music-dance","fine-arts|music-dance","fine-arts|music-dance","fine-arts|music-dance","fine-arts|music-dance","fine-arts|music-dance","fine-arts|music-dance","drama-film|design","drama-film|design","drama-film|design","drama-film|design","drama-film|design","drama-film|design","drama-film|design","drama-film|design","drama-film|design","drama-film|design","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,13,0,25,19,13,100
7890,经济学类,business,0,0,TRUE,TRUE,0,"经济学类","经济学类","经济学类","经济学类","经济学类","经济学类","经济学类","经济学类","经济学类","经济学类","economics-class","economics-class","economics-class","economics-class","economics-class","economics-class","economics-class","economics-class","economics-class","economics-class","design|business-administration|accounting","design|business-administration|accounting","design|business-administration|accounting","design|business-administration|accounting","design|business-administration|accounting","design|business-administration|accounting","design|business-administration|accounting","design|business-administration|accounting","design|business-administration|accounting","design|business-administration|accounting","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,100,18,55
7891,教育学类,social_science,0,0,TRUE,TRUE,0,"教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","education","education","education","education","education","education","education","education","education","education","law-class","law-class","law-class","law-class","law-class","law-class","law-class","law-class","law-class","law-class","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,21,79,0,0,100,26
7892,经济学类,business,0,0,TRUE,TRUE,0,"经济学类","经济学类","经济学类","经济学类","经济学类","经济学类","经济学类","经济学类","经济学类","经济学类","economics-class","economics-class","economics-class","economics-class","economics-class","economics-class","economics-class","economics-class","economics-class","economics-class","business-administration|accounting|education","business-administration|accounting|education","business-administration|accounting|education","business-administration|accounting|education","business-administration|accounting|education","business-administration|accounting|education","business-administration|accounting|education","business-administration|accounting|education","business-administration|accounting|education","business-administration|accounting|education","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,100,78,89,22,11
7893,美术学类,art_creative,0,0,TRUE,TRUE,0,"美术学类","美术学类","美术学类","美术学类","美术学类","美术学类","美术学类","美术学类","美术学类","美术学类","fine-arts|music-dance","fine-arts|music-dance","fine-arts|music-dance","fine-arts|music-dance","fine-arts|music-dance","fine-arts|music-dance","fine-arts|music-dance","fine-arts|music-dance","fine-arts|music-dance","fine-arts|music-dance","drama-film|design|chinese-literature","drama-film|design|chinese-literature","drama-film|design|chinese-literature","drama-film|design|chinese-literature","drama-film|design|chinese-literature","drama-film|design|chinese-literature","drama-film|design|chinese-literature","drama-film|design|chinese-literature","drama-film|design|chinese-literature","drama-film|design|chinese-literature","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,25,19,19,25,0,100
7894,工商管理类,business,0,0,TRUE,TRUE,0,"工商管理类","工商管理类","工商管理类","工商管理类","工商管理类","工商管理类","工商管理类","工商管理类","工商管理类","工商管理类","business-administration","business-administration","business-administration","business-administration","business-administration","business-administration","business-administration","business-administration","business-administration","business-administration","accounting|economics-class|financial-management|finance","accounting|economics-class|financial-management|finance","accounting|economics-class|financial-management|finance","accounting|economics-class|financial-management|finance","accounting|economics-class|financial-management|finance","accounting|economics-class|financial-management|finance","accounting|economics-class|financial-management|finance","accounting|economics-class|financial-management|finance","accounting|economics-class|financial-management|finance","accounting|economics-class|financial-management|finance","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,14,91,100,32,0,27
7895,哲学类,humanities,0,0,TRUE,TRUE,0,"哲学类","哲学类","哲学类","哲学类","哲学类","哲学类","哲学类","哲学类","哲学类","哲学类","philosophy-class","philosophy-class","philosophy-class","philosophy-class","philosophy-class","philosophy-class","philosophy-class","philosophy-class","philosophy-class","philosophy-class","education|chinese-literature|foreign-languages","education|chinese-literature|foreign-languages","education|chinese-literature|foreign-languages","education|chinese-literature|foreign-languages","education|chinese-literature|foreign-languages","education|chinese-literature|foreign-languages","education|chinese-literature|foreign-languages","education|chinese-literature|foreign-languages","education|chinese-literature|foreign-languages","education|chinese-literature|foreign-languages","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,100,73,0,73,60,40
7896,教育学类,social_science,0,0,TRUE,TRUE,0,"教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","education|business-administration","education|business-administration","education|business-administration","education|business-administration","education|business-administration","education|business-administration","education|business-administration","education|business-administration","education|business-administration","education|business-administration","public-administration|law-class|accounting|economics-class","public-administration|law-class|accounting|economics-class","public-administration|law-class|accounting|economics-class","public-administration|law-class|accounting|economics-class","public-administration|law-class|accounting|economics-class","public-administration|law-class|accounting|economics-class","public-administration|law-class|accounting|economics-class","public-administration|law-class|accounting|economics-class","public-administration|law-class|accounting|economics-class","public-administration|law-class|accounting|economics-class","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,11,100,78,59,0,11
7897,美术学类,art_creative,0,0,TRUE,TRUE,0,"美术学类","美术学类","美术学类","美术学类","美术学类","美术学类","美术学类","美术学类","美术学类","美术学类","fine-arts","fine-arts","fine-arts","fine-arts","fine-arts","fine-arts","fine-arts","fine-arts","fine-arts","fine-arts","music-dance|drama-film|design","music-dance|drama-film|design","music-dance|drama-film|design","music-dance|drama-film|design","music-dance|drama-film|design","music-dance|drama-film|design","music-dance|drama-film|design","music-dance|drama-film|design","music-dance|drama-film|design","music-dance|drama-film|design","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,50,50,10,60,0,100
7898,哲学类,humanities,0,0,TRUE,TRUE,0,"哲学类","哲学类","哲学类","哲学类","哲学类","哲学类","哲学类","哲学类","哲学类","哲学类","philosophy-class","philosophy-class","philosophy-class","philosophy-class","philosophy-class","philosophy-class","philosophy-class","philosophy-class","philosophy-class","philosophy-class","history-class|chinese-literature|foreign-languages","history-class|chinese-literature|foreign-languages","history-class|chinese-literature|foreign-languages","history-class|chinese-literature|foreign-languages","history-class|chinese-literature|foreign-languages","history-class|chinese-literature|foreign-languages","history-class|chinese-literature|foreign-languages","history-class|chinese-literature|foreign-languages","history-class|chinese-literature|foreign-languages","history-class|chinese-literature|foreign-languages","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,71,0,18,100,35,12
7899,工商管理类,business,0,0,TRUE,TRUE,0,"工商管理类","工商管理类","工商管理类","工商管理类","工商管理类","工商管理类","工商管理类","工商管理类","工商管理类","工商管理类","business-administration","business-administration","business-administration","business-administration","business-administration","business-administration","business-administration","business-administration","business-administration","business-administration","economics-class|accounting|education","economics-class|accounting|education","economics-class|accounting|education","economics-class|accounting|education","economics-class|accounting|education","economics-class|accounting|education","economics-class|accounting|education","economics-class|accounting|education","economics-class|accounting|education","economics-class|accounting|education","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,13,56,100,56,0,6
7900,教育学类,social_science,0,0,TRUE,TRUE,0,"教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","education","education","education","education","education","education","education","education","education","education","law-class|public-administration|business-administration|chinese-literature","law-class|public-administration|business-administration|chinese-literature","law-class|public-administration|business-administration|chinese-literature","law-class|public-administration|business-administration|chinese-literature","law-class|public-administration|business-administration|chinese-literature","law-class|public-administration|business-administration|chinese-literature","law-class|public-administration|business-administration|chinese-literature","law-class|public-administration|business-administration|chinese-literature","law-class|public-administration|business-administration|chinese-literature","law-class|public-administration|business-administration|chinese-literature","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,60,100,60,65,0,40
7901,工商管理类,business,0,0,TRUE,TRUE,0,"工商管理类","工商管理类","工商管理类","工商管理类","工商管理类","工商管理类","工商管理类","工商管理类","工商管理类","工商管理类","business-administration","business-administration","business-administration","business-administration","business-administration","business-administration","business-administration","business-administration","business-administration","business-administration","education|law-class|chinese-literature","education|law-class|chinese-literature","education|law-class|chinese-literature","education|law-class|chinese-literature","education|law-class|chinese-literature","education|law-class|chinese-literature","education|law-class|chinese-literature","education|law-class|chinese-literature","education|law-class|chinese-literature","education|law-class|chinese-literature","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,25,38,100,0,13,0
7902,美术学类,art_creative,0,0,TRUE,TRUE,0,"美术学类","美术学类","美术学类","美术学类","美术学类","美术学类","美术学类","美术学类","美术学类","美术学类","fine-arts|music-dance","fine-arts|music-dance","fine-arts|music-dance","fine-arts|music-dance","fine-arts|music-dance","fine-arts|music-dance","fine-arts|music-dance","fine-arts|music-dance","fine-arts|music-dance","fine-arts|music-dance","design|drama-film","design|drama-film","design|drama-film","design|drama-film","design|drama-film","design|drama-film","design|drama-film","design|drama-film","design|drama-film","design|drama-film","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,38,8,62,38,100
